name_clean,platform_clean,year_clean,Genre,Publisher,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
alien: isolation,ps3,2014,Shooter,Sega,0.33,,,8.3,111.0
alien: isolation,ps4,2014,Shooter,Sega,1.13,79.0,50.0,8.1,795.0
alien: isolation,x360,2014,Shooter,Sega,0.28,,,8.2,113.0
alien: isolation,xone,2014,Shooter,Sega,0.51,78.0,24.0,7.8,314.0
alienators: evolution continues,gba,2001,Action,Activision,0.03,54.0,4.0,tbd,
aliens in the attic,ds,2009,Action,Playlogic Game Factory,0.05,58.0,7.0,6,5.0
aliens in the attic,wii,2009,Action,Playlogic Game Factory,0.08,,,tbd,
aliens versus predator: extinction,ps2,2003,Strategy,Electronic Arts,0.19,66.0,17.0,8.4,30.0
aliens versus predator: extinction,xb,2003,Strategy,Electronic Arts,0.08,64.0,19.0,7.7,21.0
aliens vs predator,pc,2010,Shooter,Sega,0.19,68.0,35.0,7.4,985.0
aliens vs predator,ps3,2010,Shooter,Sega,1.04,65.0,57.0,7.3,168.0
aliens vs predator,x360,2010,Shooter,Sega,1.06,64.0,64.0,7.3,247.0
aliens vs predator: requiem,psp,2007,Action,Vivendi Games,0.22,49.0,34.0,5.6,19.0
aliens: colonial marines,pc,2013,Shooter,Sega,0.18,45.0,40.0,3.5,1156.0
aliens: colonial marines,ps3,2013,Shooter,Sega,0.6,43.0,25.0,3.6,295.0
aliens: colonial marines,x360,2013,Shooter,Sega,0.77,48.0,47.0,3.8,449.0
aliens: infestation,ds,2011,Action,Sega,0.16,76.0,43.0,8.2,29.0
all grown up! express yourself,gba,2004,Misc,THQ,0.18,,,,
all grown up!: game boy advance video volume 1,gba,2004,Misc,,0.24,,,,
all japan pro wrestling featuring virtua,sat,1997,Fighting,Sega,0.15,,,,
all kamen rider: rider generation,ds,2011,Action,Namco Bandai Games,0.12,,,,
all kamen rider: rider generation 2,ds,2012,Action,Namco Bandai Games,0.1,,,,
all kamen rider: rider generation 2,psp,2012,Action,Namco Bandai Games,0.06,,,,
all points bulletin,pc,2010,Role-Playing,Electronic Arts,0.04,,,,
all star cheer squad,ds,2008,Sports,THQ,0.28,,,tbd,
all star cheer squad,wii,2008,Sports,THQ,0.79,,,5.2,10.0
all star cheer squad 2,wii,2009,Sports,THQ,0.13,,,tbd,
all star karate,wii,2010,Action,THQ,0.22,46.0,4.0,tbd,
all star pro-wrestling,ps2,2000,Fighting,SquareSoft,0.2,,,,
all star tennis 99,n64,1999,Sports,Ubisoft,0.05,,,,
all-pro football 2k8,ps3,2007,Sports,Take-Two Interactive,0.15,73.0,23.0,7.3,21.0
all-pro football 2k8,x360,2007,Sports,Take-Two Interactive,0.26,75.0,22.0,6.8,52.0
all-star baseball 2000,n64,1999,Sports,Acclaim Entertainment,0.39,,,,
all-star baseball 2001,n64,2000,Sports,Acclaim Entertainment,0.23,,,,
all-star baseball 2002,gc,2001,Sports,Acclaim Entertainment,0.22,66.0,17.0,5.6,9.0
all-star baseball 2002,ps2,2001,Sports,Acclaim Entertainment,0.56,77.0,16.0,7.6,8.0
all-star baseball 2003,gba,2002,Sports,Acclaim Entertainment,0.15,77.0,6.0,tbd,
all-star baseball 2003,gc,2002,Sports,Acclaim Entertainment,0.15,83.0,16.0,8,6.0
all-star baseball 2003,ps2,2002,Sports,Acclaim Entertainment,0.77,81.0,15.0,8.4,17.0
all-star baseball 2003,xb,2002,Sports,Acclaim Entertainment,0.26,79.0,15.0,8.1,7.0
all-star baseball 2004,gba,2003,Sports,Acclaim Entertainment,0.07,,,,
all-star baseball 2004,gc,2003,Sports,Acclaim Entertainment,0.08,80.0,14.0,9.2,5.0
all-star baseball 2004,ps2,2003,Sports,Acclaim Entertainment,0.42,78.0,19.0,7.5,11.0
all-star baseball 2004,xb,2003,Sports,Acclaim Entertainment,0.13,74.0,20.0,8.4,7.0
all-star baseball 2005,ps2,,Sports,Unknown,0.32,72.0,13.0,8.6,21.0
all-star baseball 2005,xb,,Sports,Unknown,0.15,75.0,31.0,8.8,12.0
all-star baseball 99,n64,1998,Sports,Acclaim Entertainment,0.48,,,,
alleyway,gb,1989,Puzzle,Nintendo,1.94,,,,
allied general,ps,1996,Strategy,SSI,0.19,,,,
alone in the dark,pc,2008,Adventure,Atari,0.01,55.0,19.0,5.7,148.0
alone in the dark,ps2,2008,Adventure,Atari,0.06,47.0,10.0,5.4,24.0
alone in the dark,wii,2008,Adventure,Atari,0.18,39.0,10.0,4.4,34.0
alone in the dark,x360,2008,Adventure,Atari,0.48,58.0,53.0,5.7,162.0
alone in the dark: inferno,ps3,2008,Adventure,Atari,0.13,69.0,25.0,5.6,50.0
alone in the dark: one-eyed jack's revenge,ps,1996,Adventure,Infogrames,0.31,,,,
alone in the dark: the new nightmare,ps,,Adventure,Infogrames,0.16,77.0,15.0,8.1,40.0
alpha and omega,ds,2010,Action,Unknown,0.07,,,tbd,
alpha protocol,pc,2010,Role-Playing,Sega,0.03,72.0,25.0,7.5,511.0
alpha protocol,ps3,2010,Role-Playing,Sega,0.43,64.0,49.0,6.9,117.0
alpha protocol,x360,2010,Role-Playing,Sega,0.39,63.0,68.0,7.2,201.0
alter echo,ps2,2003,Shooter,THQ,0.13,62.0,26.0,7,9.0
alter echo,xb,2003,Shooter,THQ,0.05,62.0,24.0,tbd,
alter ego,pc,1985,Simulation,Activision,0.03,59.0,9.0,5.8,19.0
altered beast: guardian of the realms,gba,2002,Action,THQ,0.09,63.0,13.0,4.8,4.0
alundra,ps,1997,Role-Playing,Psygnosis,0.23,86.0,9.0,9,41.0
alundra 2: a new legend begins,ps,1999,Role-Playing,Activision,0.27,,,,
alvin and the chipmunks,ds,2007,Misc,Brash Entertainment,0.14,,,tbd,
alvin and the chipmunks,ps2,2007,Misc,Brash Entertainment,0.07,33.0,5.0,4.5,6.0
alvin and the chipmunks,wii,2007,Misc,Eidos Interactive,0.05,30.0,4.0,3.6,20.0
alvin and the chipmunks: chipwrecked,ds,2011,Misc,505 Games,0.1,,,tbd,
alvin and the chipmunks: chipwrecked,wii,2011,Misc,505 Games,0.09,,,tbd,
alvin and the chipmunks: chipwrecked,x360,2011,Misc,505 Games,0.1,,,5.1,8.0
alvin and the chipmunks: the squeakquel,ds,2009,Misc,Majesco Entertainment,0.29,,,tbd,
alvin and the chipmunks: the squeakquel,wii,2009,Misc,Majesco Entertainment,0.1,,,tbd,
amagami,ps2,2009,Adventure,Enterbrain,0.13,,,,
amagami,psp,2011,Adventure,Kadokawa Shoten,0.15,,,,
amagami,psv,2014,Adventure,Kadokawa Games,0.04,,,,
amagoushi no yakata,ps2,2007,Adventure,Nippon Ichi Software,0.02,,,,
amatsumi sora ni! kumo no hatate ni,psv,2015,Adventure,Prototype,0.02,,,,
amazing adventures: the forgotten ruins,ds,2008,Adventure,PopCap Games,0.24,,,tbd,
amazing island,gc,2004,Strategy,Sega,0.06,59.0,22.0,6.6,7.0
america oudan ultra-quiz,sat,1995,Misc,Victor Interactive,0.02,,,,
america's army: rise of a soldier,xb,2005,Shooter,Ubisoft,0.25,70.0,19.0,7.4,21.0
america's army: true soldiers,x360,2007,Shooter,Ubisoft,0.08,43.0,11.0,6.7,55.0
america's next top model,ds,2008,Action,Eidos Interactive,0.1,,,tbd,
america's next top model,wii,2010,Action,Crave Entertainment,0.07,,,tbd,
america's test kitchen: let's get cooking,ds,2010,Simulation,Nintendo,0.26,87.0,4.0,5.6,9.0
american bass challenge,gba,2001,Sports,Starfish,0.05,69.0,5.0,tbd,
american chopper,ps2,2004,Racing,Zoo Digital Publishing,0.42,47.0,4.0,7.5,13.0
american chopper,xb,2004,Racing,Zoo Digital Publishing,0.15,44.0,6.0,5.9,9.0
american chopper 2: full throttle,gc,2005,Racing,Activision,0.05,54.0,4.0,tbd,
american chopper 2: full throttle,ps2,2005,Racing,Zoo Digital Publishing,0.18,,,8.1,9.0
american chopper 2: full throttle,xb,2005,Racing,Zoo Digital Publishing,0.05,,,tbd,
american girl: julie finds a way,ds,2007,Adventure,THQ,0.1,,,tbd,
american girl: kit mystery challenge!,ds,2008,Adventure,THQ,0.45,,,tbd,
american idol,gba,2003,Misc,Codemasters,0.22,,,4.8,5.0
american idol,ps2,2003,Misc,Codemasters,0.55,41.0,14.0,4.8,12.0
amf bowling 2004,xb,2003,Sports,Mud Duck Productions,0.3,48.0,6.0,4.4,8.0
amf bowling pinbusters!,ds,2008,Sports,Vir2L Studios,0.07,,,,
amf bowling pinbusters!,wii,2007,Sports,Bethesda Softworks,0.91,,,,
amf bowling world lanes,wii,2008,Sports,Bethesda Softworks,0.35,,,1.1,10.0
amf xtreme bowling,ps2,2006,Sports,Mastertronic,0.02,30.0,4.0,4.2,5.0
amnesia,psp,2011,Adventure,Idea Factory,0.04,,,,
amnesia crowd,psp,2013,Misc,Idea Factory,0.05,,,,
amnesia later,psp,2012,Misc,Idea Factory,0.05,,,,
amnesia later,psv,2014,Misc,Idea Factory,0.01,,,,
amnesia world,psv,2014,Adventure,Idea Factory,0.03,,,,
amped 2,xb,2003,Sports,Microsoft Game Studios,0.25,80.0,34.0,7.7,20.0
amped 3,x360,2005,Sports,Take-Two Interactive,0.16,72.0,49.0,7.1,36.0
amped: freestyle snowboarding,xb,2001,Sports,Microsoft Game Studios,0.82,78.0,30.0,9,20.0
amplitude,ps2,2003,Misc,Sony Computer Entertainment,0.18,86.0,35.0,8.8,26.0
an american tail: fievel's gold rush,gba,2002,Platform,Conspiracy Entertainment,0.03,,,,
anarchy reigns,ps3,2012,Action,Sega,0.2,71.0,35.0,8.2,106.0
anarchy reigns,x360,2012,Action,Sega,0.17,73.0,38.0,7.9,105.0
and1 streetball,ps2,2006,Action,Ubisoft,0.27,,,,
and1 streetball,xb,2006,Action,Ubisoft,0.07,,,,
andretti racing,ps,1996,Racing,Electronic Arts,0.77,,,,
angel blade: neo tokyo guardians,ps,1997,Role-Playing,On Demand,0.21,,,,
angelique duet,ps,1998,Strategy,Tecmo Koei,0.04,,,,
angelique retour,psv,2015,Action,Tecmo Koei,0.02,,,,
angelique trois,ps2,2000,Adventure,Tecmo Koei,0.06,,,,
angelique: maren no rokukishi,psp,2011,Adventure,Idea Factory,0.03,,,,
angler's club: ultimate bass fishing 3d,3ds,2011,Sports,D3Publisher,0.03,,,tbd,
angry birds,pc,2011,Puzzle,Focus Home Interactive,0.24,,,7.3,19.0
angry birds star wars,3ds,2013,Strategy,Activision,0.34,,,3,8.0
angry birds star wars,ps3,2013,Strategy,Activision,0.29,49.0,6.0,3.6,23.0
angry birds star wars,ps4,2013,Strategy,Activision,0.21,47.0,5.0,2,87.0
angry birds star wars,psv,2013,Strategy,Activision,0.08,,,2,13.0
angry birds star wars,wii,2013,Strategy,Activision,0.26,,,2.8,5.0
angry birds star wars,wiiu,2013,Strategy,Activision,0.1,,,6.8,17.0
angry birds star wars,x360,2013,Strategy,Activision,0.28,59.0,3.0,5.6,25.0
angry birds star wars,xone,2013,Strategy,Activision,0.16,53.0,4.0,6.9,63.0
angry birds trilogy,3ds,2012,Action,Activision,0.63,62.0,7.0,4.6,20.0
angry birds trilogy,ps3,2012,Action,Activision,0.16,66.0,8.0,3.7,20.0
angry birds trilogy,x360,2012,Action,Activision,0.26,63.0,13.0,3.5,27.0
angry birds: rio,pc,2011,Puzzle,Focus Home Interactive,0.09,,,tbd,
anima - gate of memories,ps4,2016,Action,Avanquest,0.02,52.0,13.0,7.9,34.0
animal crossing,gc,2001,Simulation,Nintendo,3.15,87.0,42.0,8.9,137.0
animal crossing: amiibo festival,wiiu,2015,Misc,Nintendo,0.41,46.0,20.0,4.4,173.0
animal crossing: city folk,wii,2008,Simulation,Nintendo,4.62,73.0,50.0,7.6,119.0
animal crossing: happy home designer,3ds,2015,Simulation,Nintendo,3.05,66.0,60.0,6.9,106.0
animal crossing: new leaf,3ds,2012,Simulation,Nintendo,9.16,88.0,70.0,8.7,626.0
animal crossing: wild world,ds,2005,Simulation,Nintendo,12.13,86.0,57.0,8.7,242.0
animal genius,ds,2007,Puzzle,Ubisoft,0.11,,,tbd,
animal kingdom: wildlife expedition,wii,2009,Adventure,Natsume,0.07,,,tbd,
animal paradise,ds,2007,Simulation,Empire Interactive,0.25,49.0,7.0,tbd,
animal planet: emergency vets,ds,2009,Simulation,Activision,0.08,,,tbd,
animal planet: vet collection,ds,2010,Simulation,Activision,0.05,,,tbd,
animal planet: vet life,ds,2009,Simulation,Activision,0.11,,,tbd,
animal planet: vet life,wii,2009,Simulation,Activision,0.09,,,tbd,
animaniacs ten pin alley,ps,1998,Sports,ASC Games,0.66,,,,
animaniacs: the great edgar hunt,gc,2005,Platform,Ignition Entertainment,0.03,65.0,14.0,tbd,
animates!,ds,2007,Simulation,Lexicon Entertainment,0.03,33.0,4.0,2.5,4.0
animorphs: shattered reality,ps,2000,Action,Infogrames,0.06,27.0,4.0,tbd,
anno 1701: dawn of discovery,ds,2007,Simulation,Touchstone,0.13,78.0,14.0,7.5,19.0
anno 2070,pc,2011,Strategy,Ubisoft,1.43,83.0,33.0,7,493.0
anno 2205,pc,2015,Strategy,Ubisoft,0.25,72.0,45.0,5.9,278.0
ano hi mita hana no namae o bokutachi wa mada shiranai,psp,2012,Action,5pb,0.02,,,,
another code r: a journey into lost memories,wii,2009,Adventure,Nintendo,0.06,66.0,27.0,,
ansatsu kyoushitsu: assassin ikusei keikaku!!,3ds,2016,Action,Namco Bandai Games,0.06,,,,
ant nation,ds,2009,Simulation,Konami Digital Entertainment,0.07,,,tbd,
antiphona no seikahime: tenshi no gakufu op.a,psp,2009,Role-Playing,Nippon Ichi Software,0.02,,,,
antz extreme racing,ps2,2002,Racing,Empire Interactive,0.04,31.0,5.0,5,8.0
antz extreme racing,xb,2002,Racing,Empire Interactive,0.02,35.0,4.0,8.7,10.0
anubis ii,wii,2007,Platform,Metro 3D,0.07,19.0,5.0,2.7,28.0
ao no exorcist: genkoku no labyrinth,psp,2012,Action,Namco Bandai Games,0.04,,,,
ao no kanata no four rhythm,psv,2016,Adventure,Unknown,0.03,,,,
aoishiro,ps2,2008,Adventure,Success,0.02,,,,
apache: air assault,pc,2010,Simulation,Just Flight,0.03,64.0,7.0,7.5,18.0
apache: air assault,ps3,2010,Simulation,Activision,0.2,66.0,17.0,6.1,12.0
apache: air assault,x360,2010,Simulation,Activision,0.16,70.0,26.0,6.4,31.0
apassionata: die galanacht der pferde,ds,2009,Simulation,RTL,0.05,,,,
apb reloaded,pc,2011,Role-Playing,Iceberg Interactive,0.04,56.0,12.0,5.7,269.0
ape escape,ps,1999,Platform,Sony Computer Entertainment,1.63,90.0,19.0,8.8,53.0
ape escape,ps3,2010,Platform,Sony Computer Entertainment,0.04,,,,
ape escape 2,ps2,2002,Platform,Sony Computer Entertainment,0.63,82.0,31.0,8.4,32.0
ape escape 3,ps2,2005,Platform,Sony Computer Entertainment,0.13,77.0,51.0,8.5,22.0
ape escape academy,psp,2004,Misc,Sony Computer Entertainment,0.33,51.0,48.0,5.8,4.0
ape escape academy (jp sales),psp,2004,Misc,Sony Computer Entertainment,0.14,,,,
ape escape: on the loose,psp,2005,Platform,Sony Computer Entertainment,0.7,66.0,35.0,6.4,16.0
ape escape: pumped & primed,ps2,2004,Misc,Sony Computer Entertainment,0.08,,,,
apex,xb,2003,Racing,Atari,0.14,74.0,26.0,9.1,7.0
apocalypse,ps,1998,Action,Activision,0.45,,,,
apollo justice: ace attorney,ds,2007,Adventure,Capcom,0.99,78.0,48.0,8.1,84.0
aqua aqua,ps2,2000,Puzzle,3DO,0.11,79.0,14.0,tbd,
aqua panic!,ds,2009,Puzzle,Neko Entertainment,0.02,,,,
aqua teen hunger force: zombie ninja pro-am,ps2,2007,Racing,Midway Games,0.07,37.0,19.0,5.9,10.0
aquaman: battle for atlantis,gc,2003,Action,TDK Mediactive,0.01,27.0,9.0,3.1,19.0
aquaman: battle for atlantis,xb,,Action,Unknown,0.01,26.0,13.0,2.7,15.0
aquanaut's holiday,ps,1995,Adventure,Sony Computer Entertainment,0.02,,,,
aquanaut's holiday: kakusareta kiroku,ps3,2008,Adventure,Sony Computer Entertainment,0.04,,,,
aquapazza: aquaplus dream match,ps3,2012,Fighting,Aqua Plus,0.11,75.0,13.0,7.8,20.0
aquarium by ds,ds,2008,Simulation,Mercury Games,0.06,,,tbd,
ar nosurge: ode to an unborn star,ps3,2014,Role-Playing,Tecmo Koei,0.16,67.0,23.0,7.8,49.0
ar nosurge: ode to an unborn star,psv,2014,Role-Playing,Tecmo Koei,0.04,,,,
ar tonelico 2: melody of metafalica,ps2,2007,Role-Playing,Nippon Ichi Software,0.18,,,,
ar tonelico qoga: knell of ar ciel,ps3,2010,Role-Playing,Tecmo Koei,0.24,61.0,27.0,5.4,101.0
ar tonelico: melody of elemia,ps2,2006,Role-Playing,505 Games,0.1,71.0,30.0,7.7,43.0
arabians lost: the engagement on desert,ps2,2007,Adventure,Prototype,0.02,,,,
arabians lost: the engagement on desert,psp,2012,Adventure,Quinrose,0.01,,,,
arc rise fantasia,wii,2009,Role-Playing,Marvelous Interactive,0.19,64.0,26.0,7.8,43.0
arc the lad,ps,1995,Role-Playing,Sony Computer Entertainment,1.11,,,,
arc the lad ii,ps,1996,Role-Playing,Sony Computer Entertainment,1.05,,,,
arc the lad iii,ps,1999,Role-Playing,Sony Computer Entertainment,0.42,,,,
arc the lad: end of darkness,ps2,2004,Role-Playing,Sony Computer Entertainment,0.06,59.0,24.0,4.2,10.0
arc the lad: twilight of the spirits,ps2,2003,Role-Playing,Sony Computer Entertainment,0.36,72.0,39.0,8.2,33.0
arcade hits: frisky tom,ps,2002,Action,Hamster Corporation,0.28,,,,
arcade party pak,ps,1999,Misc,Midway Games,0.11,,,,
arcade shooting gallery,wii,2008,Shooter,Zoo Games,0.19,,,tbd,
arcade zone,wii,2009,Misc,Activision,0.15,,,tbd,
arcana famiglia 2,psp,2013,Adventure,Comfort,0.02,,,,
arcana famiglia: la storia della aracana famiglia,psp,2011,Adventure,Comfort,0.05,,,,
arcana famiglia: vascello phantasma no majutsushi,psp,2012,Action,Comfort,0.02,,,,
arcana heart,ps2,2007,Fighting,AQ Interactive,0.16,77.0,12.0,8.1,8.0
arcana heart 3,ps3,2011,Fighting,PQube,0.2,73.0,10.0,7.5,27.0
arcana heart 3,psv,2014,Fighting,Arc System Works,0.04,,,,
arcana heart 3,x360,2011,Fighting,PQube,0.05,68.0,13.0,,
arcania: gothic 4,pc,2010,Role-Playing,JoWood Productions,0.19,63.0,25.0,4.4,307.0
arcania: gothic 4,ps4,2015,Role-Playing,Nordic Games,0.05,,,,
arcania: gothic 4,x360,2010,Role-Playing,JoWood Productions,0.09,64.0,21.0,5.2,52.0
archer maclean presents: pool paradise,gc,2004,Sports,Ignition Entertainment,0.03,,,,
archer maclean presents: pool paradise,ps2,2004,Sports,Ignition Entertainment,0.06,,,,
archer maclean's 3d pool,gba,2003,Misc,Crave Entertainment,0.07,,,,
archer maclean's mercury,psp,2005,Puzzle,Ignition Entertainment,0.56,75.0,39.0,6.6,21.0
arctic tale,ds,2007,Adventure,Zoo Digital Publishing,0.14,38.0,4.0,tbd,
arctic tale,wii,2007,Adventure,Zoo Digital Publishing,0.04,,,tbd,
arctic thunder,ps2,2001,Racing,Midway Games,0.36,45.0,23.0,5.3,10.0
arctic thunder,xb,2001,Racing,Midway Games,0.12,57.0,17.0,tbd,
are you alice?,psp,2011,Adventure,Idea Factory,0.02,,,,
are you smarter than a 5th grader?,ds,2007,Misc,Mindscape,0.53,,,tbd,
are you smarter than a 5th grader? back to school,ds,2010,Misc,THQ,0.08,,,tbd,
are you smarter than a 5th grader? back to school,wii,2010,Misc,Nintendo,0.19,,,tbd,
are you smarter than a 5th grader? game time,ds,2009,Puzzle,THQ,0.23,,,tbd,
are you smarter than a 5th grader? game time,wii,2009,Puzzle,THQ,0.27,,,tbd,
are you smarter than a 5th grader? game time,x360,2009,Puzzle,THQ,0.12,,,1.3,9.0
are you smarter than a 5th grader? make the grade,ds,2008,Misc,THQ,0.39,,,tbd,
are you smarter than a 5th grader? make the grade,wii,2008,Misc,THQ,0.54,,,tbd,
area 51,ps,1996,Shooter,GT Interactive,0.72,,,,
area 51,ps2,2005,Shooter,Midway Games,0.45,75.0,37.0,8.4,52.0
area 51,xb,2005,Shooter,Midway Games,0.29,72.0,43.0,8.1,16.0
arena football,ps2,2006,Sports,Electronic Arts,0.56,66.0,18.0,8.6,14.0
arena football,xb,2006,Sports,Electronic Arts,0.15,65.0,17.0,8.5,10.0
aria: the natural ~tooi yume no mirage~,ps2,2006,Adventure,Alchemist,0.02,,,,
aria: the origination ~aoi wakusei no el cielo~,ps2,2008,Adventure,Alchemist,0.02,,,,
arkanoid ds,ds,2007,Puzzle,Square Enix,0.06,61.0,29.0,7,5.0
arma ii,pc,2009,Shooter,505 Games,0.14,77.0,38.0,7.5,589.0
arma iii,pc,2013,Shooter,Bohemia Interactive,0.11,74.0,38.0,7.4,866.0
armed and dangerous,xb,2003,Shooter,LucasArts,0.13,79.0,41.0,7.2,15.0
armor ambush,2600,1981,Action,Mattel Interactive,0.17,,,,
armored core,ps,1997,Simulation,Sony Computer Entertainment,0.41,,,,
armored core 2,ps2,2000,Simulation,Ubisoft,0.79,78.0,23.0,8.4,19.0
armored core 2: another age,ps2,2001,Simulation,Metro 3D,0.41,75.0,16.0,8.8,30.0
armored core 3,ps2,2002,Simulation,Metro 3D,0.67,74.0,23.0,9,33.0
armored core 3 portable,psp,2009,Simulation,From Software,0.08,43.0,6.0,6.7,6.0
armored core 4,ps3,2006,Simulation,505 Games,0.2,65.0,36.0,6.8,25.0
armored core 4,x360,2007,Simulation,505 Games,0.25,65.0,31.0,7.2,31.0
armored core sl: silent line portable,psp,2009,Simulation,From Software,0.03,,,,
armored core v,ps3,2012,Simulation,Namco Bandai Games,0.39,65.0,26.0,7.3,47.0
armored core v,x360,2012,Simulation,Namco Bandai Games,0.21,68.0,37.0,7.2,37.0
armored core: for answer,ps3,2008,Simulation,Ubisoft,0.19,62.0,22.0,7.6,31.0
armored core: for answer,x360,2008,Simulation,Ubisoft,0.15,64.0,22.0,7.7,38.0
armored core: formula front extreme battle,psp,2004,Simulation,505 Games,0.05,,,,
armored core: last raven,ps2,2005,Simulation,505 Games,0.18,59.0,16.0,8.9,14.0
armored core: last raven portable,psp,2010,Simulation,From Software,0.03,,,tbd,
armored core: master of arena,ps,1999,Simulation,From Software,0.26,,,,
armored core: nexus,ps2,2004,Simulation,Indie Games,0.26,73.0,19.0,8.7,7.0
armored core: nine breaker,ps2,2004,Simulation,505 Games,0.07,57.0,25.0,8.2,5.0
armored core: project phantasma,ps,1997,Simulation,From Software,0.28,,,,
armored core: silent line,ps2,2003,Simulation,Agetec,0.31,,,,
armored core: verdict day,ps3,2013,Simulation,From Software,0.12,66.0,18.0,7.4,28.0
armorines: project s.w.a.r.m.,n64,1999,Shooter,Acclaim Entertainment,0.26,,,,
armorines: project s.w.a.r.m.,ps,2000,Shooter,Acclaim Entertainment,0.08,,,,
army corps of hell,psv,2011,Action,Square Enix,0.09,57.0,43.0,6.6,28.0
army men 3d,ps,1999,Action,3DO,1.28,,,,
army men world war: final front,ps,2001,Action,3DO,0.44,,,,
"army men world war: land, sea, air",ps,2000,Action,3DO,0.3,,,,
army men world war: team assault,ps,2001,Action,3DO,0.1,,,,
army men: air attack,ps,1999,Action,3DO,0.85,,,,
army men: air attack 2,ps,2000,Action,3DO,0.3,74.0,8.0,5.3,4.0
army men: air combat,n64,2000,Action,3DO,0.24,,,,
army men: air combat - the elite missions,gc,2003,Shooter,3DO,0.01,,,,
army men: green rogue,ps,2001,Action,3DO,0.07,,,,
army men: green rogue,ps2,2001,Action,3DO,0.13,39.0,13.0,3.8,4.0
army men: major malfunction,xb,2006,Shooter,Global Star,0.02,36.0,6.0,4,5.0
army men: rts,gc,2004,Strategy,Global Star,0.07,,,8.5,4.0
army men: rts,ps2,2002,Strategy,3DO,0.11,68.0,14.0,tbd,
army men: sarge's heroes,n64,1999,Action,3DO,0.81,,,,
army men: sarge's heroes,ps,1999,Action,3DO,0.56,,,,
army men: sarge's heroes 2,n64,2000,Shooter,3DO,0.42,,,,
army men: sarge's heroes 2,ps,2000,Shooter,3DO,0.24,48.0,8.0,7.3,7.0
army men: sarge's heroes 2,ps2,2001,Shooter,Midas Interactive Entertainment,0.17,54.0,15.0,4.6,5.0
army men: sarge's war,gc,2004,Shooter,Global Star,0.15,56.0,11.0,6.7,7.0
army men: sarge's war,xb,2004,Shooter,Global Star,0.11,44.0,26.0,tbd,
army men: soldiers of misfortune,ds,2008,Shooter,Zoo Games,0.11,35.0,4.0,tbd,
army men: soldiers of misfortune,wii,2008,Shooter,Zoo Games,0.13,,,2.5,6.0
army of two,ps3,2008,Shooter,Electronic Arts,1.17,74.0,43.0,7.3,118.0
army of two,x360,2008,Shooter,Electronic Arts,1.64,72.0,76.0,7.6,233.0
army of two: the 40th day,ps3,2010,Shooter,Electronic Arts,0.85,74.0,56.0,7,88.0
